Sample_name,Dataset,Complete,Single,Duplicated,Fragmented,Missing,n_markers,Scores_bacteria_odb10,Scores_archaea_odb10,Scores_eukaryota_odb10
results_lake_bins/9m_179,burkholderiales_odb10,61.8,56.7,5.1,18.6,19.6,688,"C:66.9%[S:63.7%,D:3.2%],F:21.0%,M:12.1%,n:124","C:11.3%[S:9.8%,D:1.5%],F:7.7%,M:81.0%,n:194","C:2.4%[S:2.4%,D:0.0%],F:3.1%,M:94.5%,n:255"
results_lake_bins/17m_91,bacteria_odb10,99.2,16.1,83.1,0.8,0,124,"C:99.2%[S:16.1%,D:83.1%],F:0.8%,M:0.0%,n:124","C:19.1%[S:6.2%,D:12.9%],F:3.1%,M:77.8%,n:194","C:3.9%[S:0.4%,D:3.5%],F:2.4%,M:93.7%,n:255"
results_lake_bins/5m_29,bacteria_odb10,98.4,8.1,90.3,0.8,0.8,124,"C:98.4%[S:8.1%,D:90.3%],F:0.8%,M:0.8%,n:124","C:19.6%[S:2.6%,D:17.0%],F:3.1%,M:77.3%,n:194","C:4.8%[S:2.4%,D:2.4%],F:1.6%,M:93.6%,n:255"
results_lake_bins/9m_126,eukaryota_odb10,0.4,0.4,0,0,99.6,255,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/17m_3,archaea_odb10,0.5,0.5,0,0,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mw_87,chlorophyta_odb10,94,93.5,0.5,1.8,4.2,1519,"C:37.1%[S:33.1%,D:4.0%],F:31.5%,M:31.4%,n:124","C:35.6%[S:33.5%,D:2.1%],F:17.5%,M:46.9%,n:194","C:82.4%[S:82.4%,D:0.0%],F:7.1%,M:10.5%,n:255"
results_lake_bins/15_5m_85,bacteria_odb10,1.6,1.6,0,0,98.4,124,"C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_81,archaea_odb10,6.2,3.6,2.6,0.5,93.3,194,"C:3.2%[S:1.6%,D:1.6%],F:0.8%,M:96.0%,n:124","C:6.2%[S:3.6%,D:2.6%],F:0.5%,M:93.3%,n:194","C:1.2%[S:0.4%,D:0.8%],F:0.8%,M:98.0%,n:255"
results_lake_bins/15mw_115,bacteria_odb10,28.2,25.8,2.4,18.5,53.3,124,"C:28.2%[S:25.8%,D:2.4%],F:18.5%,M:53.3%,n:124","C:5.7%[S:5.7%,D:0.0%],F:5.2%,M:89.1%,n:194","C:1.6%[S:1.2%,D:0.4%],F:1.2%,M:97.2%,n:255"
results_lake_bins/17m_175,bacteroidales_odb10,97.8,95.2,2.6,0.4,1.8,541,"C:98.4%[S:73.4%,D:25.0%],F:0.8%,M:0.8%,n:124","C:20.1%[S:19.6%,D:0.5%],F:2.6%,M:77.3%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.7%,M:94.6%,n:255"
results_lake_bins/5m_207,bacteria_odb10,100,4.8,95.2,0,0,124,"C:100.0%[S:4.8%,D:95.2%],F:0.0%,M:0.0%,n:124","C:20.1%[S:3.6%,D:16.5%],F:3.1%,M:76.8%,n:194","C:7.1%[S:2.4%,D:4.7%],F:2.0%,M:90.9%,n:255"
results_lake_bins/11m_189,bacteria_odb10,53.2,37.9,15.3,20.2,26.6,124,"C:53.2%[S:37.9%,D:15.3%],F:20.2%,M:26.6%,n:124","C:9.7%[S:8.2%,D:1.5%],F:4.1%,M:86.2%,n:194","C:2.0%[S:1.2%,D:0.8%],F:1.6%,M:96.4%,n:255"
results_lake_bins/11m_94,bacteria_odb10,96,11.3,84.7,3.2,0.8,124,"C:96.0%[S:11.3%,D:84.7%],F:3.2%,M:0.8%,n:124","C:19.1%[S:2.6%,D:16.5%],F:5.2%,M:75.7%,n:194","C:5.1%[S:1.2%,D:3.9%],F:2.0%,M:92.9%,n:255"
results_lake_bins/9m_53,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/5m_156,mollicutes_odb10,0.7,0.7,0,0,99.3,151,"C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_63,bacteria_odb10,6.4,4,2.4,1.6,92,124,"C:6.4%[S:4.0%,D:2.4%],F:1.6%,M:92.0%,n:124","C:2.0%[S:0.5%,D:1.5%],F:1.5%,M:96.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_97,bacteria_odb10,94.4,10.5,83.9,4,1.6,124,"C:94.4%[S:10.5%,D:83.9%],F:4.0%,M:1.6%,n:124","C:21.1%[S:4.1%,D:17.0%],F:3.1%,M:75.8%,n:194","C:4.7%[S:0.8%,D:3.9%],F:2.0%,M:93.3%,n:255"
results_lake_bins/9m_205,bacteria_odb10,0.8,0.8,0,0.8,98.4,124,"C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/17m_107,bacteria_odb10,62.9,50,12.9,18.5,18.6,124,"C:62.9%[S:50.0%,D:12.9%],F:18.5%,M:18.6%,n:124","C:12.3%[S:10.8%,D:1.5%],F:7.2%,M:80.5%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.2%,M:96.8%,n:255"
results_lake_bins/17m_14,bacteria_odb10,88.7,87.9,0.8,8.9,2.4,124,"C:88.7%[S:87.9%,D:0.8%],F:8.9%,M:2.4%,n:124","C:18.5%[S:18.0%,D:0.5%],F:3.6%,M:77.9%,n:194","C:3.9%[S:3.9%,D:0.0%],F:1.6%,M:94.5%,n:255"
results_lake_bins/15_5m_196,bacteria_odb10,0.8,0,0.8,1.6,97.6,124,"C:0.8%[S:0.0%,D:0.8%],F:1.6%,M:97.6%,n:124","C:0.5%[S:0.0%,D:0.5%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_161,stramenopiles_odb10,61,61,0,8,31,100,"C:22.6%[S:22.6%,D:0.0%],F:23.4%,M:54.0%,n:124","C:27.8%[S:26.8%,D:1.0%],F:11.9%,M:60.3%,n:194","C:53.7%[S:53.3%,D:0.4%],F:12.5%,M:33.8%,n:255"
results_lake_bins/5m_124,bacteria_odb10,71,48.4,22.6,8.9,20.1,124,"C:71.0%[S:48.4%,D:22.6%],F:8.9%,M:20.1%,n:124","C:10.8%[S:9.8%,D:1.0%],F:5.2%,M:84.0%,n:194","C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255"
results_lake_bins/11m_11,chlorophyta_odb10,76.6,75.2,1.4,2.5,20.9,1519,"C:21.8%[S:19.4%,D:2.4%],F:36.3%,M:41.9%,n:124","C:8.7%[S:7.7%,D:1.0%],F:24.7%,M:66.6%,n:194","C:67.5%[S:66.3%,D:1.2%],F:11.4%,M:21.1%,n:255"
results_lake_bins/9m_21,bacteria_odb10,35.4,17.7,17.7,22.6,42,124,"C:35.4%[S:17.7%,D:17.7%],F:22.6%,M:42.0%,n:124","C:5.2%[S:3.1%,D:2.1%],F:5.2%,M:89.6%,n:194","C:0.8%[S:0.8%,D:0.0%],F:3.1%,M:96.1%,n:255"
results_lake_bins/13m_209,bacteria_odb10,93.5,91.9,1.6,4,2.5,124,"C:93.5%[S:91.9%,D:1.6%],F:4.0%,M:2.5%,n:124","C:16.4%[S:14.9%,D:1.5%],F:3.6%,M:80.0%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
results_lake_bins/13m_12,bacteria_odb10,100,6.5,93.5,0,0,124,"C:100.0%[S:6.5%,D:93.5%],F:0.0%,M:0.0%,n:124","C:23.7%[S:4.1%,D:19.6%],F:4.1%,M:72.2%,n:194","C:5.5%[S:0.4%,D:5.1%],F:2.4%,M:92.1%,n:255"
results_lake_bins/15mm_62,bacteria_odb10,4,4,0,4.8,91.2,124,"C:4.0%[S:4.0%,D:0.0%],F:4.8%,M:91.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mw_1,bacteria_odb10,43.5,29.8,13.7,29.8,26.7,124,"C:43.5%[S:29.8%,D:13.7%],F:29.8%,M:26.7%,n:124","C:10.8%[S:10.8%,D:0.0%],F:7.7%,M:81.5%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.2%,M:96.4%,n:255"
results_lake_bins/13m_158,burkholderiales_odb10,15.5,15.1,0.4,10.2,74.3,688,"C:18.5%[S:18.5%,D:0.0%],F:18.5%,M:63.0%,n:124","C:1.5%[S:1.5%,D:0.0%],F:2.6%,M:95.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:255"
results_lake_bins/13m_226,burkholderiales_odb10,51.9,38.4,13.5,15.4,32.7,688,"C:52.4%[S:41.9%,D:10.5%],F:18.5%,M:29.1%,n:124","C:7.7%[S:7.2%,D:0.5%],F:2.1%,M:90.2%,n:194","C:3.9%[S:3.1%,D:0.8%],F:2.0%,M:94.1%,n:255"
results_lake_bins/11m_123,archaea_odb10,2.1,2.1,0,0,97.9,194,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/13m_95,bacteria_odb10,1.6,1.6,0,2.4,96,124,"C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/11m_61,bacteria_odb10,57.3,56.5,0.8,10.5,32.2,124,"C:57.3%[S:56.5%,D:0.8%],F:10.5%,M:32.2%,n:124","C:8.8%[S:8.8%,D:0.0%],F:1.5%,M:89.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
results_lake_bins/5m_154,archaea_odb10,4.1,1,3.1,0,95.9,194,"C:1.6%[S:0.0%,D:1.6%],F:2.4%,M:96.0%,n:124","C:4.1%[S:1.0%,D:3.1%],F:0.0%,M:95.9%,n:194","C:0.8%[S:0.4%,D:0.4%],F:0.0%,M:99.2%,n:255"
results_lake_bins/9m_51,burkholderiales_odb10,51.2,38.4,12.8,15.6,33.2,688,"C:53.2%[S:38.7%,D:14.5%],F:26.6%,M:20.2%,n:124","C:7.7%[S:6.7%,D:1.0%],F:6.2%,M:86.1%,n:194","C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:255"
results_lake_bins/13m_62,archaea_odb10,0.5,0.5,0,0.5,99,194,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:5.9%,M:94.1%,n:255"
results_lake_bins/11m_96,bacteria_odb10,10.5,10.5,0,7.3,82.2,124,"C:10.5%[S:10.5%,D:0.0%],F:7.3%,M:82.2%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.5%,M:97.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/13m_128,bacteria_odb10,1.6,1.6,0,0.8,97.6,124,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/17m_64,gammaproteobacteria_odb10,91,83.3,7.7,1.9,7.1,366,"C:93.6%[S:72.6%,D:21.0%],F:0.8%,M:5.6%,n:124","C:15.9%[S:14.9%,D:1.0%],F:8.2%,M:75.9%,n:194","C:2.4%[S:2.0%,D:0.4%],F:2.0%,M:95.6%,n:255"
results_lake_bins/15mw_72,bacteria_odb10,2.4,0.8,1.6,2.4,95.2,124,"C:2.4%[S:0.8%,D:1.6%],F:2.4%,M:95.2%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_128,chlorophyta_odb10,94,93.4,0.6,1.5,4.5,1519,"C:34.6%[S:30.6%,D:4.0%],F:32.3%,M:33.1%,n:124","C:37.2%[S:35.1%,D:2.1%],F:17.0%,M:45.8%,n:194","C:82.0%[S:82.0%,D:0.0%],F:5.9%,M:12.1%,n:255"
results_lake_bins/15mw_148,bacteria_odb10,0.8,0.8,0,2.4,96.8,124,"C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_226,bacteria_odb10,20.9,16.1,4.8,20.2,58.9,124,"C:20.9%[S:16.1%,D:4.8%],F:20.2%,M:58.9%,n:124","C:6.2%[S:6.2%,D:0.0%],F:2.6%,M:91.2%,n:194","C:0.8%[S:0.4%,D:0.4%],F:2.4%,M:96.8%,n:255"
results_lake_bins/15mm_186,burkholderiales_odb10,32.9,31.2,1.7,15,52.1,688,"C:37.1%[S:33.1%,D:4.0%],F:19.4%,M:43.5%,n:124","C:5.7%[S:5.2%,D:0.5%],F:4.1%,M:90.2%,n:194","C:2.4%[S:2.0%,D:0.4%],F:2.0%,M:95.6%,n:255"
results_lake_bins/15_5m_111,mollicutes_odb10,10,9.3,0.7,4.6,85.4,151,"C:12.1%[S:11.3%,D:0.8%],F:12.9%,M:75.0%,n:124","C:3.1%[S:2.6%,D:0.5%],F:2.6%,M:94.3%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/11m_81,archaea_odb10,3.1,3.1,0,0,96.9,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:3.1%[S:3.1%,D:0.0%],F:0.0%,M:96.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/13m_75,bacteroidetes_odb10,96.8,96.3,0.5,0.2,3,402,"C:96.8%[S:96.0%,D:0.8%],F:0.8%,M:2.4%,n:124","C:19.1%[S:18.6%,D:0.5%],F:3.6%,M:77.3%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
results_lake_bins/5m_143,eukaryota_odb10,6.3,5.9,0.4,9,84.7,255,"C:11.3%[S:11.3%,D:0.0%],F:10.5%,M:78.2%,n:124","C:7.2%[S:7.2%,D:0.0%],F:5.7%,M:87.1%,n:194","C:6.3%[S:5.9%,D:0.4%],F:9.0%,M:84.7%,n:255"
results_lake_bins/9m_46,eukaryota_odb10,2.4,2.4,0,5.1,92.5,255,"C:1.6%[S:1.6%,D:0.0%],F:7.3%,M:91.1%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.0%,M:98.5%,n:194","C:2.4%[S:2.4%,D:0.0%],F:5.1%,M:92.5%,n:255"
results_lake_bins/11m_29,eukaryota_odb10,10.2,10.2,0,7.8,82,255,"C:2.4%[S:2.4%,D:0.0%],F:8.9%,M:88.7%,n:124","C:2.1%[S:2.1%,D:0.0%],F:3.1%,M:94.8%,n:194","C:10.2%[S:10.2%,D:0.0%],F:7.8%,M:82.0%,n:255"
results_lake_bins/11m_134,bacteria_odb10,3.2,3.2,0,1.6,95.2,124,"C:3.2%[S:3.2%,D:0.0%],F:1.6%,M:95.2%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_231,archaea_odb10,0.5,0.5,0,0.5,99,194,"C:0.0%[S:0.0%,D:0.0%],F:4.0%,M:96.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:255"
results_lake_bins/15_5m_38,bacteria_odb10,96.8,83.1,13.7,1.6,1.6,124,"C:96.8%[S:83.1%,D:13.7%],F:1.6%,M:1.6%,n:124","C:21.1%[S:17.0%,D:4.1%],F:4.1%,M:74.8%,n:194","C:4.3%[S:4.3%,D:0.0%],F:2.7%,M:93.0%,n:255"
results_lake_bins/15mm_237,archaea_odb10,0.5,0.5,0,0,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_159,bacteria_odb10,24.2,21.8,2.4,6.5,69.3,124,"C:24.2%[S:21.8%,D:2.4%],F:6.5%,M:69.3%,n:124","C:7.7%[S:6.2%,D:1.5%],F:1.5%,M:90.8%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.6%,M:97.2%,n:255"
results_lake_bins/15_5m_67,bacteroidetes_odb10,72.6,72.6,0,6.2,21.2,402,"C:62.9%[S:62.9%,D:0.0%],F:10.5%,M:26.6%,n:124","C:13.4%[S:12.4%,D:1.0%],F:2.1%,M:84.5%,n:194","C:3.5%[S:3.5%,D:0.0%],F:0.8%,M:95.7%,n:255"
results_lake_bins/15_5m_106,bacteria_odb10,37.1,37.1,0,19.4,43.5,124,"C:37.1%[S:37.1%,D:0.0%],F:19.4%,M:43.5%,n:124","C:5.2%[S:5.2%,D:0.0%],F:2.1%,M:92.7%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/15mm_191,bacteria_odb10,68.5,66.1,2.4,6.5,25,124,"C:68.5%[S:66.1%,D:2.4%],F:6.5%,M:25.0%,n:124","C:14.9%[S:14.4%,D:0.5%],F:4.1%,M:81.0%,n:194","C:4.3%[S:4.3%,D:0.0%],F:0.8%,M:94.9%,n:255"
results_lake_bins/15_5m_90,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_94,eukaryota_odb10,55.7,55.7,0,14.5,29.8,255,"C:41.1%[S:36.3%,D:4.8%],F:16.9%,M:42.0%,n:124","C:39.2%[S:35.1%,D:4.1%],F:9.3%,M:51.5%,n:194","C:55.7%[S:55.7%,D:0.0%],F:14.5%,M:29.8%,n:255"
results_lake_bins/15mm_166,bacteria_odb10,42,31.5,10.5,16.9,41.1,124,"C:42.0%[S:31.5%,D:10.5%],F:16.9%,M:41.1%,n:124","C:10.3%[S:8.8%,D:1.5%],F:5.7%,M:84.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:255"
results_lake_bins/17m_73,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/17m_160,bacteria_odb10,98.4,21.8,76.6,0.8,0.8,124,"C:98.4%[S:21.8%,D:76.6%],F:0.8%,M:0.8%,n:124","C:21.7%[S:3.1%,D:18.6%],F:4.1%,M:74.2%,n:194","C:5.1%[S:2.0%,D:3.1%],F:2.0%,M:92.9%,n:255"
results_lake_bins/15mm_139,chromatiales_odb10,97.7,97.4,0.3,0.6,1.7,652,"C:99.2%[S:98.4%,D:0.8%],F:0.8%,M:0.0%,n:124","C:19.6%[S:19.6%,D:0.0%],F:4.6%,M:75.8%,n:194","C:4.3%[S:3.5%,D:0.8%],F:1.6%,M:94.1%,n:255"
results_lake_bins/15_5m_257,betaproteobacteria_odb10,97,56.2,40.8,1.1,1.9,569,"C:98.4%[S:62.9%,D:35.5%],F:1.6%,M:0.0%,n:124","C:18.0%[S:11.3%,D:6.7%],F:6.2%,M:75.8%,n:194","C:5.1%[S:3.1%,D:2.0%],F:1.6%,M:93.3%,n:255"
results_lake_bins/15_5m_48,bacteria_odb10,38.7,28.2,10.5,19.4,41.9,124,"C:38.7%[S:28.2%,D:10.5%],F:19.4%,M:41.9%,n:124","C:3.1%[S:3.1%,D:0.0%],F:2.6%,M:94.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.0%,M:96.4%,n:255"
results_lake_bins/15_5m_129,bacteria_odb10,29.8,26.6,3.2,29.8,40.4,124,"C:29.8%[S:26.6%,D:3.2%],F:29.8%,M:40.4%,n:124","C:7.7%[S:7.2%,D:0.5%],F:5.2%,M:87.1%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.6%,M:97.2%,n:255"
results_lake_bins/15mw_187,eukaryota_odb10,0.4,0.4,0,0,99.6,255,"C:0.0%[S:0.0%,D:0.0%],F:2.4%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/9m_143,bacteria_odb10,75.8,75.8,0,12.1,12.1,124,"C:75.8%[S:75.8%,D:0.0%],F:12.1%,M:12.1%,n:124","C:13.4%[S:13.4%,D:0.0%],F:4.1%,M:82.5%,n:194","C:3.9%[S:3.9%,D:0.0%],F:1.2%,M:94.9%,n:255"
results_lake_bins/15_5m_17,eukaryota_odb10,0.4,0.4,0,0,99.6,255,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/5m_13,bacteria_odb10,28.2,28.2,0,19.4,52.4,124,"C:28.2%[S:28.2%,D:0.0%],F:19.4%,M:52.4%,n:124","C:4.6%[S:4.6%,D:0.0%],F:2.1%,M:93.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:255"
results_lake_bins/15_5m_176,bacteria_odb10,58.9,51.6,7.3,21.8,19.3,124,"C:58.9%[S:51.6%,D:7.3%],F:21.8%,M:19.3%,n:124","C:6.2%[S:5.7%,D:0.5%],F:3.1%,M:90.7%,n:194","C:2.0%[S:2.0%,D:0.0%],F:0.8%,M:97.2%,n:255"
results_lake_bins/15mm_218,bacteria_odb10,91.9,23.4,68.5,6.5,1.6,124,"C:91.9%[S:23.4%,D:68.5%],F:6.5%,M:1.6%,n:124","C:17.0%[S:6.7%,D:10.3%],F:4.1%,M:78.9%,n:194","C:3.2%[S:1.6%,D:1.6%],F:3.1%,M:93.7%,n:255"
results_lake_bins/15_5m_278,bacteria_odb10,1.6,0.8,0.8,0,98.4,124,"C:1.6%[S:0.8%,D:0.8%],F:0.0%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_6,mollicutes_odb10,41.1,37.1,4,4,54.9,151,"C:49.2%[S:46.0%,D:3.2%],F:17.7%,M:33.1%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/15_5m_227,mollicutes_odb10,36.4,7.9,28.5,1.3,62.3,151,"C:42.7%[S:16.1%,D:26.6%],F:13.7%,M:43.6%,n:124","C:4.7%[S:2.6%,D:2.1%],F:2.6%,M:92.7%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/11m_215,micrococcales_odb10,87.5,87.3,0.2,2.4,10.1,537,"C:93.5%[S:93.5%,D:0.0%],F:3.2%,M:3.3%,n:124","C:15.4%[S:14.9%,D:0.5%],F:5.2%,M:79.4%,n:194","C:3.5%[S:3.5%,D:0.0%],F:1.2%,M:95.3%,n:255"
results_lake_bins/13m_110,bacteria_odb10,12.9,12.9,0,17.7,69.4,124,"C:12.9%[S:12.9%,D:0.0%],F:17.7%,M:69.4%,n:124","C:2.6%[S:2.6%,D:0.0%],F:3.6%,M:93.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/9m_36,verrucomicrobia_odb10,85.4,75.4,10,3,11.6,471,"C:79.0%[S:64.5%,D:14.5%],F:8.1%,M:12.9%,n:124","C:13.4%[S:12.9%,D:0.5%],F:4.6%,M:82.0%,n:194","C:4.3%[S:3.5%,D:0.8%],F:1.6%,M:94.1%,n:255"
results_lake_bins/13m_241,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_144,archaea_odb10,2.5,1,1.5,0,97.5,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.5%[S:1.0%,D:1.5%],F:0.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/15_5m_226,bacteria_odb10,1.6,1.6,0,1.6,96.8,124,"C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mm_148,bacteria_odb10,77.4,33.9,43.5,1.6,21,124,"C:77.4%[S:33.9%,D:43.5%],F:1.6%,M:21.0%,n:124","C:18.6%[S:12.9%,D:5.7%],F:4.1%,M:77.3%,n:194","C:5.1%[S:2.7%,D:2.4%],F:1.6%,M:93.3%,n:255"
results_lake_bins/17m_111,burkholderiales_odb10,68.5,64,4.5,8.7,22.8,688,"C:71.0%[S:50.0%,D:21.0%],F:12.9%,M:16.1%,n:124","C:13.9%[S:12.9%,D:1.0%],F:2.1%,M:84.0%,n:194","C:3.5%[S:3.5%,D:0.0%],F:0.8%,M:95.7%,n:255"
results_lake_bins/15mm_117,bacteria_odb10,42.7,39.5,3.2,9.7,47.6,124,"C:42.7%[S:39.5%,D:3.2%],F:9.7%,M:47.6%,n:124","C:9.2%[S:8.2%,D:1.0%],F:5.7%,M:85.1%,n:194","C:2.4%[S:2.4%,D:0.0%],F:0.8%,M:96.8%,n:255"
results_lake_bins/15_5m_279,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
