Sample_name,Dataset,Complete,Single,Duplicated,Fragmented,Missing,n_markers,Scores_bacteria_odb10,Scores_archaea_odb10,Scores_eukaryota_odb10
results_lake_bins/9m_164,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_30,bacteria_odb10,0.8,0.8,0,0.8,98.4,124,"C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_34,bacteria_odb10,67.8,47.6,20.2,16.9,15.3,124,"C:67.8%[S:47.6%,D:20.2%],F:16.9%,M:15.3%,n:124","C:10.8%[S:7.7%,D:3.1%],F:8.8%,M:80.4%,n:194","C:2.0%[S:2.0%,D:0.0%],F:3.1%,M:94.9%,n:255"
results_lake_bins/15mm_199,flavobacteriales_odb10,98,96.5,1.5,0.4,1.6,733,"C:92.7%[S:92.7%,D:0.0%],F:2.4%,M:4.9%,n:124","C:14.9%[S:14.9%,D:0.0%],F:4.1%,M:81.0%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.0%,M:94.9%,n:255"
results_lake_bins/13m_4,archaea_odb10,2.1,2.1,0,0.5,97.4,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/11m_21,bacteria_odb10,0.8,0.8,0,0.8,98.4,124,"C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/13m_137,bacteria_odb10,31.5,31.5,0,17.7,50.8,124,"C:31.5%[S:31.5%,D:0.0%],F:17.7%,M:50.8%,n:124","C:10.3%[S:9.8%,D:0.5%],F:4.6%,M:85.1%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:255"
results_lake_bins/15mm_52,bacteria_odb10,0.8,0,0.8,2.4,96.8,124,"C:0.8%[S:0.0%,D:0.8%],F:2.4%,M:96.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.0%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/11m_89,archaea_odb10,1.5,1.5,0,0,98.5,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/5m_245,eukaryota_odb10,15.3,14.9,0.4,6.3,78.4,255,"C:8.1%[S:8.1%,D:0.0%],F:8.9%,M:83.0%,n:124","C:11.3%[S:10.8%,D:0.5%],F:5.2%,M:83.5%,n:194","C:15.3%[S:14.9%,D:0.4%],F:6.3%,M:78.4%,n:255"
results_lake_bins/15_5m_119,bacteria_odb10,53.2,53.2,0,13.7,33.1,124,"C:53.2%[S:53.2%,D:0.0%],F:13.7%,M:33.1%,n:124","C:12.4%[S:11.9%,D:0.5%],F:3.1%,M:84.5%,n:194","C:2.0%[S:2.0%,D:0.0%],F:0.4%,M:97.6%,n:255"
results_lake_bins/17m_9,archaea_odb10,1.5,1.5,0,0,98.5,194,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_78,alphaproteobacteria_odb10,67.4,67.4,0,13.9,18.7,432,"C:71.8%[S:71.8%,D:0.0%],F:17.7%,M:10.5%,n:124","C:9.3%[S:9.3%,D:0.0%],F:7.2%,M:83.5%,n:194","C:6.3%[S:6.3%,D:0.0%],F:2.4%,M:91.3%,n:255"
results_lake_bins/15mm_228,bacteria_odb10,23.4,21.8,1.6,11.3,65.3,124,"C:23.4%[S:21.8%,D:1.6%],F:11.3%,M:65.3%,n:124","C:3.1%[S:3.1%,D:0.0%],F:4.6%,M:92.3%,n:194","C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:255"
results_lake_bins/15_5m_27,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_188,bacteria_odb10,77.4,77.4,0,4,18.6,124,"C:77.4%[S:77.4%,D:0.0%],F:4.0%,M:18.6%,n:124","C:16.5%[S:16.5%,D:0.0%],F:4.1%,M:79.4%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
results_lake_bins/9m_173,bacteroidetes_odb10,97.5,96.3,1.2,1,1.5,402,"C:96.7%[S:91.9%,D:4.8%],F:2.4%,M:0.9%,n:124","C:17.5%[S:17.0%,D:0.5%],F:3.6%,M:78.9%,n:194","C:3.1%[S:3.1%,D:0.0%],F:2.0%,M:94.9%,n:255"
results_lake_bins/15mm_126,eukaryota_odb10,0.4,0.4,0,0.4,99.2,255,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/9m_184,bacteroidetes_odb10,99,99,0,0.5,0.5,402,"C:93.5%[S:93.5%,D:0.0%],F:5.6%,M:0.9%,n:124","C:17.0%[S:17.0%,D:0.0%],F:5.2%,M:77.8%,n:194","C:3.1%[S:3.1%,D:0.0%],F:3.1%,M:93.8%,n:255"
results_lake_bins/15mw_25,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/15_5m_217,mycoplasmatales_odb10,1.1,1.1,0,1.7,97.2,174,"C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mm_179,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/13m_120,bacteria_odb10,92.7,15.3,77.4,4.8,2.5,124,"C:92.7%[S:15.3%,D:77.4%],F:4.8%,M:2.5%,n:124","C:19.5%[S:1.5%,D:18.0%],F:4.1%,M:76.4%,n:194","C:4.7%[S:2.0%,D:2.7%],F:2.4%,M:92.9%,n:255"
results_lake_bins/11m_225,eukaryota_odb10,0.4,0.4,0,0.4,99.2,255,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/15mm_45,bacteria_odb10,45.2,45.2,0,23.4,31.4,124,"C:45.2%[S:45.2%,D:0.0%],F:23.4%,M:31.4%,n:124","C:8.2%[S:8.2%,D:0.0%],F:7.2%,M:84.6%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.4%,M:95.6%,n:255"
results_lake_bins/5m_103,eukaryota_odb10,0.8,0.8,0,0,99.2,255,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/15mm_6,bacteria_odb10,16.1,15.3,0.8,5.6,78.3,124,"C:16.1%[S:15.3%,D:0.8%],F:5.6%,M:78.3%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/9m_81,bacteria_odb10,84.6,4,80.6,0.8,14.6,124,"C:84.6%[S:4.0%,D:80.6%],F:0.8%,M:14.6%,n:124","C:20.6%[S:1.5%,D:19.1%],F:2.6%,M:76.8%,n:194","C:5.1%[S:0.4%,D:4.7%],F:2.0%,M:92.9%,n:255"
results_lake_bins/15mm_35,bacteria_odb10,66.1,30.6,35.5,8.1,25.8,124,"C:66.1%[S:30.6%,D:35.5%],F:8.1%,M:25.8%,n:124","C:16.0%[S:5.7%,D:10.3%],F:4.1%,M:79.9%,n:194","C:3.2%[S:2.0%,D:1.2%],F:2.4%,M:94.4%,n:255"
results_lake_bins/13m_150,bacteria_odb10,45.2,44.4,0.8,16.9,37.9,124,"C:45.2%[S:44.4%,D:0.8%],F:16.9%,M:37.9%,n:124","C:6.2%[S:6.2%,D:0.0%],F:4.1%,M:89.7%,n:194","C:2.7%[S:2.7%,D:0.0%],F:0.4%,M:96.9%,n:255"
results_lake_bins/13m_45,bacteroidia_odb10,91.8,88.1,3.7,1.5,6.7,538,"C:84.6%[S:79.0%,D:5.6%],F:2.4%,M:13.0%,n:124","C:21.6%[S:20.6%,D:1.0%],F:1.5%,M:76.9%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.5%,M:93.8%,n:255"
results_lake_bins/15mw_9,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_46,bacteria_odb10,63.7,36.3,27.4,19.4,16.9,124,"C:63.7%[S:36.3%,D:27.4%],F:19.4%,M:16.9%,n:124","C:13.9%[S:9.8%,D:4.1%],F:6.7%,M:79.4%,n:194","C:4.3%[S:3.5%,D:0.8%],F:2.7%,M:93.0%,n:255"
results_lake_bins/13m_201,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/11m_104,bacteroidetes_odb10,93.5,6.7,86.8,0.7,5.8,402,"C:90.3%[S:17.7%,D:72.6%],F:2.4%,M:7.3%,n:124","C:17.5%[S:1.5%,D:16.0%],F:2.6%,M:79.9%,n:194","C:4.3%[S:0.8%,D:3.5%],F:1.2%,M:94.5%,n:255"
results_lake_bins/15_5m_169,bacteria_odb10,66.9,36.3,30.6,8.1,25,124,"C:66.9%[S:36.3%,D:30.6%],F:8.1%,M:25.0%,n:124","C:9.3%[S:6.7%,D:2.6%],F:3.1%,M:87.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:255"
results_lake_bins/15mm_207,archaea_odb10,1.5,1,0.5,0.5,98,194,"C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:1.5%[S:1.0%,D:0.5%],F:0.5%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/15_5m_136,bacteria_odb10,84.7,57.3,27.4,2.4,12.9,124,"C:84.7%[S:57.3%,D:27.4%],F:2.4%,M:12.9%,n:124","C:19.1%[S:11.9%,D:7.2%],F:3.1%,M:77.8%,n:194","C:6.7%[S:5.5%,D:1.2%],F:2.4%,M:90.9%,n:255"
results_lake_bins/11m_2,bacteria_odb10,71,71,0,8.1,20.9,124,"C:71.0%[S:71.0%,D:0.0%],F:8.1%,M:20.9%,n:124","C:12.9%[S:12.9%,D:0.0%],F:7.7%,M:79.4%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.4%,M:94.9%,n:255"
results_lake_bins/15mw_55,bacteria_odb10,5.6,5.6,0,4.8,89.6,124,"C:5.6%[S:5.6%,D:0.0%],F:4.8%,M:89.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:2.1%,M:96.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.2%,M:98.4%,n:255"
results_lake_bins/15mw_130,bacteria_odb10,65.3,63.7,1.6,8.9,25.8,124,"C:65.3%[S:63.7%,D:1.6%],F:8.9%,M:25.8%,n:124","C:8.2%[S:8.2%,D:0.0%],F:3.6%,M:88.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
results_lake_bins/15_5m_267,bacteroidia_odb10,88.4,41.6,46.8,3.5,8.1,538,"C:78.2%[S:34.7%,D:43.5%],F:6.5%,M:15.3%,n:124","C:19.1%[S:13.9%,D:5.2%],F:4.6%,M:76.3%,n:194","C:3.2%[S:1.2%,D:2.0%],F:3.1%,M:93.7%,n:255"
results_lake_bins/15mm_109,eukaryota_odb10,0,0,0,0.4,99.6,255,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/11m_18,micrococcales_odb10,80.8,76.9,3.9,5.8,13.4,537,"C:89.5%[S:88.7%,D:0.8%],F:4.8%,M:5.7%,n:124","C:19.6%[S:19.1%,D:0.5%],F:2.6%,M:77.8%,n:194","C:2.8%[S:2.0%,D:0.8%],F:1.2%,M:96.0%,n:255"
results_lake_bins/9m_77,bacteria_odb10,32.2,29.8,2.4,21.8,46,124,"C:32.2%[S:29.8%,D:2.4%],F:21.8%,M:46.0%,n:124","C:6.2%[S:5.7%,D:0.5%],F:5.2%,M:88.6%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.7%,M:95.3%,n:255"
results_lake_bins/13m_44,chromatiales_odb10,89.9,40.8,49.1,3.7,6.4,652,"C:87.1%[S:41.1%,D:46.0%],F:8.9%,M:4.0%,n:124","C:18.1%[S:9.3%,D:8.8%],F:4.6%,M:77.3%,n:194","C:5.1%[S:3.5%,D:1.6%],F:3.5%,M:91.4%,n:255"
results_lake_bins/5m_185,bacteria_odb10,81.5,44.4,37.1,6.5,12,124,"C:81.5%[S:44.4%,D:37.1%],F:6.5%,M:12.0%,n:124","C:13.4%[S:8.2%,D:5.2%],F:4.6%,M:82.0%,n:194","C:3.5%[S:0.8%,D:2.7%],F:1.2%,M:95.3%,n:255"
results_lake_bins/13m_151,bacteria_odb10,40.3,40.3,0,16.9,42.8,124,"C:40.3%[S:40.3%,D:0.0%],F:16.9%,M:42.8%,n:124","C:4.6%[S:4.6%,D:0.0%],F:3.1%,M:92.3%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255"
results_lake_bins/9m_80,bacteria_odb10,5.6,5.6,0,7.3,87.1,124,"C:5.6%[S:5.6%,D:0.0%],F:7.3%,M:87.1%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
results_lake_bins/5m_223,bacteroidetes_odb10,98.7,98,0.7,0.5,0.8,402,"C:98.4%[S:96.8%,D:1.6%],F:0.8%,M:0.8%,n:124","C:17.0%[S:16.5%,D:0.5%],F:2.1%,M:80.9%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
results_lake_bins/15mm_108,bacteria_odb10,37.1,36.3,0.8,18.5,44.4,124,"C:37.1%[S:36.3%,D:0.8%],F:18.5%,M:44.4%,n:124","C:4.1%[S:4.1%,D:0.0%],F:5.7%,M:90.2%,n:194","C:2.8%[S:2.4%,D:0.4%],F:1.2%,M:96.0%,n:255"
results_lake_bins/15_5m_239,bacteria_odb10,99.2,6.5,92.7,0.8,0,124,"C:99.2%[S:6.5%,D:92.7%],F:0.8%,M:0.0%,n:124","C:24.2%[S:1.5%,D:22.7%],F:3.1%,M:72.7%,n:194","C:7.4%[S:2.7%,D:4.7%],F:1.6%,M:91.0%,n:255"
results_lake_bins/9m_102,bacteroidetes_odb10,73.6,73.6,0,16.2,10.2,402,"C:83.1%[S:83.1%,D:0.0%],F:12.1%,M:4.8%,n:124","C:13.4%[S:13.4%,D:0.0%],F:6.2%,M:80.4%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.7%,M:94.6%,n:255"
results_lake_bins/5m_52,archaea_odb10,2.5,1.5,1,0,97.5,194,"C:2.4%[S:1.6%,D:0.8%],F:0.8%,M:96.8%,n:124","C:2.5%[S:1.5%,D:1.0%],F:0.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mw_199,bacteria_odb10,87.9,61.3,26.6,0.8,11.3,124,"C:87.9%[S:61.3%,D:26.6%],F:0.8%,M:11.3%,n:124","C:17.0%[S:14.9%,D:2.1%],F:7.7%,M:75.3%,n:194","C:2.4%[S:1.6%,D:0.8%],F:2.7%,M:94.9%,n:255"
results_lake_bins/15mm_206,bacteria_odb10,12.9,12.9,0,10.5,76.6,124,"C:12.9%[S:12.9%,D:0.0%],F:10.5%,M:76.6%,n:124","C:2.6%[S:2.1%,D:0.5%],F:2.1%,M:95.3%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.2%,M:96.8%,n:255"
results_lake_bins/15_5m_168,archaea_odb10,1,1,0,0.5,98.5,194,"C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_32,bacteria_odb10,8.1,8.1,0,5.6,86.3,124,"C:8.1%[S:8.1%,D:0.0%],F:5.6%,M:86.3%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.5%,M:97.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
results_lake_bins/17m_121,bacteria_odb10,13.7,13.7,0,9.7,76.6,124,"C:13.7%[S:13.7%,D:0.0%],F:9.7%,M:76.6%,n:124","C:3.6%[S:3.6%,D:0.0%],F:2.1%,M:94.3%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.2%,M:96.8%,n:255"
results_lake_bins/15_5m_216,bacteria_odb10,0,0,0,1.6,98.4,124,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mw_24,bacteria_odb10,26.6,26.6,0,9.7,63.7,124,"C:26.6%[S:26.6%,D:0.0%],F:9.7%,M:63.7%,n:124","C:4.6%[S:4.1%,D:0.5%],F:1.5%,M:93.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
results_lake_bins/9m_185,bacteria_odb10,59.6,55.6,4,9.7,30.7,124,"C:59.6%[S:55.6%,D:4.0%],F:9.7%,M:30.7%,n:124","C:12.9%[S:12.4%,D:0.5%],F:2.6%,M:84.5%,n:194","C:4.3%[S:4.3%,D:0.0%],F:2.4%,M:93.3%,n:255"
results_lake_bins/15_5m_249,bacteria_odb10,74.2,39.5,34.7,6.5,19.3,124,"C:74.2%[S:39.5%,D:34.7%],F:6.5%,M:19.3%,n:124","C:17.5%[S:10.3%,D:7.2%],F:4.1%,M:78.4%,n:194","C:6.3%[S:4.3%,D:2.0%],F:5.1%,M:88.6%,n:255"
results_lake_bins/15mm_127,bacteria_odb10,37.9,25,12.9,16.9,45.2,124,"C:37.9%[S:25.0%,D:12.9%],F:16.9%,M:45.2%,n:124","C:6.2%[S:6.2%,D:0.0%],F:2.6%,M:91.2%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
results_lake_bins/9m_172,sphingomonadales_odb10,72.1,72,0.1,6.9,21,1018,"C:82.3%[S:82.3%,D:0.0%],F:13.7%,M:4.0%,n:124","C:12.4%[S:12.4%,D:0.0%],F:5.2%,M:82.4%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
results_lake_bins/5m_22,eukaryota_odb10,1.6,1.6,0,5.1,93.3,255,"C:1.6%[S:1.6%,D:0.0%],F:3.2%,M:95.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.5%,M:98.5%,n:194","C:1.6%[S:1.6%,D:0.0%],F:5.1%,M:93.3%,n:255"
results_lake_bins/15_5m_79,archaea_odb10,2,1.5,0.5,0.5,97.5,194,"C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:2.0%[S:1.5%,D:0.5%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/17m_8,bacteria_odb10,97.6,25.8,71.8,2.4,0,124,"C:97.6%[S:25.8%,D:71.8%],F:2.4%,M:0.0%,n:124","C:21.7%[S:5.2%,D:16.5%],F:3.6%,M:74.7%,n:194","C:4.7%[S:1.6%,D:3.1%],F:1.6%,M:93.7%,n:255"
results_lake_bins/15_5m_118,burkholderiales_odb10,95.6,15.4,80.2,2.2,2.2,688,"C:92.8%[S:32.3%,D:60.5%],F:4.0%,M:3.2%,n:124","C:17.6%[S:5.2%,D:12.4%],F:4.1%,M:78.3%,n:194","C:6.7%[S:2.0%,D:4.7%],F:2.7%,M:90.6%,n:255"
results_lake_bins/15mm_7,bacteria_odb10,50.9,31.5,19.4,7.3,41.8,124,"C:50.9%[S:31.5%,D:19.4%],F:7.3%,M:41.8%,n:124","C:13.4%[S:8.2%,D:5.2%],F:5.2%,M:81.4%,n:194","C:5.9%[S:4.7%,D:1.2%],F:3.1%,M:91.0%,n:255"
results_lake_bins/11m_37,chlorophyta_odb10,65.4,63.9,1.5,3,31.6,1519,"C:17.7%[S:17.7%,D:0.0%],F:31.5%,M:50.8%,n:124","C:7.7%[S:7.2%,D:0.5%],F:14.9%,M:77.4%,n:194","C:57.7%[S:56.5%,D:1.2%],F:12.2%,M:30.1%,n:255"
results_lake_bins/5m_6,bacteria_odb10,58,40.3,17.7,22.6,19.4,124,"C:58.0%[S:40.3%,D:17.7%],F:22.6%,M:19.4%,n:124","C:8.8%[S:6.7%,D:2.1%],F:5.7%,M:85.5%,n:194","C:5.1%[S:3.1%,D:2.0%],F:1.2%,M:93.7%,n:255"
results_lake_bins/13m_34,bacteria_odb10,84.6,43.5,41.1,5.6,9.8,124,"C:84.6%[S:43.5%,D:41.1%],F:5.6%,M:9.8%,n:124","C:15.0%[S:6.2%,D:8.8%],F:4.6%,M:80.4%,n:194","C:3.6%[S:1.2%,D:2.4%],F:1.6%,M:94.8%,n:255"
results_lake_bins/15mm_44,archaea_odb10,1.5,1.5,0,0,98.5,194,"C:1.6%[S:1.6%,D:0.0%],F:3.2%,M:95.2%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/9m_165,bacteria_odb10,1.6,0.8,0.8,2.4,96,124,"C:1.6%[S:0.8%,D:0.8%],F:2.4%,M:96.0%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mw_33,mollicutes_odb10,49,15.2,33.8,0.7,50.3,151,"C:57.3%[S:25.0%,D:32.3%],F:12.1%,M:30.6%,n:124","C:3.1%[S:2.6%,D:0.5%],F:4.6%,M:92.3%,n:194","C:1.2%[S:0.8%,D:0.4%],F:0.4%,M:98.4%,n:255"
results_lake_bins/9m_192,synechococcales_odb10,96.5,96.4,0.1,1.5,2,788,"C:93.5%[S:93.5%,D:0.0%],F:5.6%,M:0.9%,n:124","C:16.5%[S:16.0%,D:0.5%],F:5.2%,M:78.3%,n:194","C:3.5%[S:3.5%,D:0.0%],F:0.4%,M:96.1%,n:255"
results_lake_bins/15mm_130,bacteria_odb10,86.2,17.7,68.5,0,13.8,124,"C:86.2%[S:17.7%,D:68.5%],F:0.0%,M:13.8%,n:124","C:21.6%[S:4.6%,D:17.0%],F:3.6%,M:74.8%,n:194","C:5.8%[S:3.1%,D:2.7%],F:1.6%,M:92.6%,n:255"
results_lake_bins/15mw_109,bacteria_odb10,0,0,0,1.6,98.4,124,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/9m_234,bacteria_odb10,17.7,15.3,2.4,5.6,76.7,124,"C:17.7%[S:15.3%,D:2.4%],F:5.6%,M:76.7%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mw_156,mollicutes_odb10,0.7,0.7,0,0,99.3,151,"C:0.8%[S:0.8%,D:0.0%],F:3.2%,M:96.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_201,bacteria_odb10,99.2,10.5,88.7,0.8,0,124,"C:99.2%[S:10.5%,D:88.7%],F:0.8%,M:0.0%,n:124","C:19.1%[S:3.6%,D:15.5%],F:3.1%,M:77.8%,n:194","C:3.9%[S:0.0%,D:3.9%],F:2.4%,M:93.7%,n:255"
results_lake_bins/11m_88,flavobacteriales_odb10,85.6,85.3,0.3,2.5,11.9,733,"C:94.4%[S:94.4%,D:0.0%],F:4.0%,M:1.6%,n:124","C:16.5%[S:16.5%,D:0.0%],F:5.2%,M:78.3%,n:194","C:4.3%[S:4.3%,D:0.0%],F:1.6%,M:94.1%,n:255"
results_lake_bins/5m_244,micrococcales_odb10,39,27.6,11.4,11.5,49.5,537,"C:48.4%[S:33.9%,D:14.5%],F:16.1%,M:35.5%,n:124","C:8.8%[S:5.7%,D:3.1%],F:5.2%,M:86.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255"
results_lake_bins/11m_195,bacteria_odb10,4,4,0,2.4,93.6,124,"C:4.0%[S:4.0%,D:0.0%],F:2.4%,M:93.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/5m_115,chlorophyta_odb10,63.8,63.6,0.2,7.2,29,1519,"C:8.1%[S:8.1%,D:0.0%],F:18.5%,M:73.4%,n:124","C:9.3%[S:9.3%,D:0.0%],F:8.2%,M:82.5%,n:194","C:44.7%[S:44.7%,D:0.0%],F:22.4%,M:32.9%,n:255"
results_lake_bins/9m_10,micrococcales_odb10,74.1,65.7,8.4,6.5,19.4,537,"C:67.8%[S:60.5%,D:7.3%],F:6.5%,M:25.7%,n:124","C:12.9%[S:10.8%,D:2.1%],F:4.6%,M:82.5%,n:194","C:3.9%[S:3.1%,D:0.8%],F:1.2%,M:94.9%,n:255"
results_lake_bins/11m_162,archaea_odb10,2.6,2.6,0,0,97.4,194,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:2.6%[S:2.6%,D:0.0%],F:0.0%,M:97.4%,n:194","C:0.8%[S:0.4%,D:0.4%],F:0.0%,M:99.2%,n:255"
